Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
15,K124,P.S. 121 - BROOKLYN,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Scope,Complete,6/22/2017,8/22/2017,7/28/2017,0,1959,1959,DSF: 0000822899
15,K124,P.S. 121 - BROOKLYN,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Design,Complete,8/9/2017,11/6/2017,10/24/2017,12000,7944,7944,DSF: 0000822899
15,K124,P.S. 121 - BROOKLYN,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,176000,176000,0,DSF: 0000822899
15,K124,P.S. 121 - BROOKLYN,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,12000,12000,2410,DSF: 0000822899
15,K124,P.S. 124 SILAS B. DUTCHER,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,12/26/2017,1/25/2018,,125000,124060,124060,DSF: 0000845215
15,K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,Scope,Complete,2/21/2014,7/8/2014,6/20/2014,195166,209264,209239,"DSF: 0000779686, 0000803012, 0000803013"
15,K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,Design,Complete,12/22/2014,5/26/2015,5/15/2015,770803,487703,339157,"DSF: 0000779686, 0000803012, 0000803013"
15,K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,Construction,In-Progress,12/12/2016,10/2/2018,,13567567,12224391,4762181,"DSF: 0000779686, 0000803012, 0000803013"
15,K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,"CM, F&E",In-Progress,12/12/2016,10/2/2018,,1038961,353830,352846,"DSF: 0000779686, 0000803012, 0000803013"
15,K130,P.S. 130 - BROOKLYN,SCA IEH,IEH PO18-RM 304,Construction,Complete,10/13/2017,IEH,10/21/2017,IEH,27286,2820,DSF: 0000049007
15,K130,P.S. 130 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,277505,0,DSF: 0000776750
15,K130,P.S. 130 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,6/19/2017,7/19/2017,10/5/2017,35000,34737,34737,DSF: 0000845216
15,K130,P.S. 130 - BROOKLYN,DOE - Skilled Trades,WATER HEATER REPLACEMENT,Construction,In-Progress,2/9/2017,DOES,,DOES,51799,0,DSF: 0000866084
15,K130,P.S. 130 - BROOKLYN,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Scope,PNS,PNS,PNS,PNS,50000,50000,0,DSF: 0000867344
15,K130,P.S. 130 - BROOKLYN,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Design,PNS,PNS,PNS,PNS,150000,150000,0,DSF: 0000867344
15,K130,P.S. 130 - BROOKLYN,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,500000,500000,0,DSF: 0000867344
15,K130,P.S. 130 - BROOKLYN,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,F&E,PNS,PNS,PNS,PNS,135000,135000,0,DSF: 0000867344
15,K131,P.S. 131 - BROOKLYN,SCA CIP,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,Scope,Complete,6/12/2014,10/28/2014,11/12/2014,204472,206545,173360,"DSF: 0000779700, 0000803027, 0000803029, 0000803030"
15,K131,P.S. 131 - BROOKLYN,SCA CIP,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,Design,Complete,1/30/2015,7/1/2015,8/10/2015,810571,596715,23405,"DSF: 0000779700, 0000803027, 0000803029, 0000803030"
15,K131,P.S. 131 - BROOKLYN,SCA CIP,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,Construction,In-Progress,6/26/2017,3/17/2019,,14541757,13342562,59184,"DSF: 0000779700, 0000803027, 0000803029, 0000803030"
15,K131,P.S. 131 - BROOKLYN,SCA CIP,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,"CM, F&E",In-Progress,6/26/2017,3/17/2019,,1049286,161558,160844,"DSF: 0000779700, 0000803027, 0000803029, 0000803030"
15,K131,P.S. 131 - BROOKLYN,SCA IEH,"IEH PO18-ROOMS 214, 218, 220, 225, 228",Construction,Complete,10/16/2014,IEH,9/30/2017,IEH,447,447,DSF: 0000032335
15,K131,P.S. 131 - BROOKLYN,SCA IEH,"IEH PO18-ROOMS 212, 325, 329, 421, 428",Construction,Complete,4/18/2016,IEH,9/30/2017,IEH,1249,749,DSF: 0000040925
15,K131,P.S. 131 - BROOKLYN,SCA IEH,IEH PO18-GYM'S CEILING,Construction,Complete,7/18/2017,IEH,7/22/2017,IEH,43029,3712,DSF: 0000047726
15,K131,P.S. 131 - BROOKLYN,DCAS/NYPA,HIGH EFFICIENCY LIGHTING SYSTEM,Construction,Complete,5/26/2015,5/26/2017,5/26/2017,149203,149203,149203,DSF:
15,K131,P.S. 131 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,304442,0,DSF: 0000776751
15,K131,P.S. 131 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,4/10/2017,1/15/2018,7/12/2017,35000,34737,34737,DSF: 0000845217
15,K136,I.S. 136 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS UPGRADE/FLOOD ELIMINATION,Scope,Complete,4/24/2014,8/25/2014,7/9/2014,27197,36262,13935,"DSF: 0000779760, 0000803089"
15,K136,I.S. 136 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS UPGRADE/FLOOD ELIMINATION,Design,Complete,4/24/2015,9/24/2015,11/19/2015,108279,78717,11738,"DSF: 0000779760, 0000803089"
15,K136,I.S. 136 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS UPGRADE/FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,1984269,1984269,15946,"DSF: 0000779760, 0000803089"
15,K136,I.S. 136 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS UPGRADE/FLOOD ELIMINATION,"CM, F&E",PNS,PNS,PNS,PNS,133581,133581,30427,"DSF: 0000779760, 0000803089"
15,K136,I.S. 136 - BROOKLYN,SCA CIP,ROOFS/DEFECTIVE ENTRY STEPS,Scope,Complete,6/21/2017,11/6/2017,12/20/2017,60413,54680,27666,"DSF: 0000847483, 0000847491"
15,K136,I.S. 136 - BROOKLYN,SCA CIP,ROOFS/DEFECTIVE ENTRY STEPS,Design,PNS,PNS,PNS,PNS,239696,239696,93513,"DSF: 0000847483, 0000847491"
15,K136,I.S. 136 - BROOKLYN,SCA CIP,ROOFS/DEFECTIVE ENTRY STEPS,Construction,PNS,PNS,PNS,PNS,4318405,4318405,0,"DSF: 0000847483, 0000847491"
15,K136,I.S. 136 - BROOKLYN,SCA CIP,ROOFS/DEFECTIVE ENTRY STEPS,"CM, F&E",PNS,PNS,PNS,PNS,307409,307409,1978,"DSF: 0000847483, 0000847491"
15,K136,I.S. 821 - BROOKLYN,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,Scope,Complete,1/14/2016,5/16/2016,2/23/2016,0,7407,7407,DSF: 0000822812
15,K136,I.S. 821 - BROOKLYN,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,Design,Complete,2/23/2016,7/7/2016,6/6/2016,23178,36991,36991,DSF: 0000822812
15,K136,I.S. 821 - BROOKLYN,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,Construction,Complete,8/29/2016,3/26/2017,7/20/2017,339942,290726,216135,DSF: 0000822812
15,K136,I.S. 821 - BROOKLYN,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,"CM, F&E",Complete,8/29/2016,3/26/2017,7/20/2017,23178,40974,33482,DSF: 0000822812
15,K136,I.S. 821 - BROOKLYN,SCA CIP RESOA,FY16 RESO A GREENHOUSE,Scope,PNS,PNS,PNS,PNS,0,8656,1891,DSF: 0000823592
15,K136,I.S. 821 - BROOKLYN,SCA CIP RESOA,FY16 RESO A GREENHOUSE,Design,PNS,PNS,PNS,PNS,1710,4905,4905,DSF: 0000823592
15,K136,I.S. 821 - BROOKLYN,SCA CIP RESOA,FY16 RESO A GREENHOUSE,Construction,PNS,PNS,PNS,PNS,25080,31350,8198,DSF: 0000823592
15,K136,I.S. 821 - BROOKLYN,SCA CIP RESOA,FY16 RESO A GREENHOUSE,"CM, F&E",PNS,PNS,PNS,PNS,1710,4211,4211,DSF: 0000823592
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,Complete,1/24/2017,3/24/2017,3/14/2017,0,6948,6948,DSF: 0000844877
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,Complete,3/14/2017,8/11/2017,5/15/2017,11551,27792,23592,DSF: 0000844877
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,In-Progress,6/30/2017,1/25/2018,,169411,152230,3430,DSF: 0000844877
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",In-Progress,6/30/2017,1/25/2018,,11551,15968,8963,DSF: 0000844877
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,In-Progress,12/12/2017,2/12/2018,,0,342,342,DSF: 0000867217
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,24000,23658,1366,DSF: 0000867217
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,352000,352000,0,DSF: 0000867217
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,24000,24000,0,DSF: 0000867217
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A SCIENCE LAB/FY17 RESO A SCIENCE LAB,Scope,Complete,1/24/2017,5/9/2017,3/14/2017,0,19584,19584,"DSF: 0000844879, 0000844880"
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A SCIENCE LAB/FY17 RESO A SCIENCE LAB,Design,Complete,3/14/2017,8/11/2017,5/12/2017,61290,74957,57929,"DSF: 0000844879, 0000844880"
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A SCIENCE LAB/FY17 RESO A SCIENCE LAB,Construction,In-Progress,8/3/2017,8/2/2018,,898920,863707,277408,"DSF: 0000844879, 0000844880"
15,K136,I.S. 136 - BROOKLYN,SCA CIP RESOA,FY17 RESO A SCIENCE LAB/FY17 RESO A SCIENCE LAB,"CM, F&E",In-Progress,8/3/2017,8/2/2018,,61290,26263,25844,"DSF: 0000844879, 0000844880"
15,K136,I.S. 136 - BROOKLYN,SCA IEH,"IEH PO18-STAIRS #4, STAIRS #5",Construction,In-Progress,12/1/2015,IEH,,IEH,11798,798,DSF: 0000039143
15,K136,I.S. 136 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,4/26/2017,1/15/2018,8/22/2017,60000,59547,59547,DSF: 0000844274
15,K142,P.S. 146 - BROOKLYN,SCA CIP,FALLING MASONRY,Scope,Complete,5/17/2016,9/30/2016,11/16/2016,63340,58386,51765,DSF: 0000866757
15,K142,P.S. 146 - BROOKLYN,SCA CIP,FALLING MASONRY,Design,Complete,2/3/2017,7/6/2017,6/28/2017,253358,198299,170301,DSF: 0000866757
15,K142,P.S. 146 - BROOKLYN,SCA CIP,FALLING MASONRY,Construction,PNS,PNS,PNS,PNS,4750467,4750467,1427,DSF: 0000866757
15,K142,P.S. 146 - BROOKLYN,SCA CIP,FALLING MASONRY,"CM, F&E",PNS,PNS,PNS,PNS,295585,295585,11575,DSF: 0000866757
15,K142,P.S. 146 - BROOKLYN,SCA CIP RESOA,FY17 RESO A GREEN ROOF CLASSROOM,Scope,Complete,2/14/2017,6/29/2017,3/21/2017,0,206,206,DSF: 0000845594
15,K142,P.S. 146 - BROOKLYN,SCA CIP RESOA,FY17 RESO A GREEN ROOF CLASSROOM,Design,PNS,PNS,PNS,PNS,36900,164895,823,DSF: 0000845594
15,K142,P.S. 146 - BROOKLYN,SCA CIP RESOA,FY17 RESO A GREEN ROOF CLASSROOM,Construction,PNS,PNS,PNS,PNS,541200,2421482,0,DSF: 0000845594
15,K142,P.S. 146 - BROOKLYN,SCA CIP RESOA,FY17 RESO A GREEN ROOF CLASSROOM,"CM, F&E",PNS,PNS,PNS,PNS,36900,165101,831,DSF: 0000845594
4,M057,P.S. 57 - MANHATTAN,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,3000,3000,0,DSF: 0000867410
4,M057,P.S. 57 - MANHATTAN,SCA IEH,IEH PO18-2ND & 3RD FL HALLWAYS,Construction,Complete,9/29/2016,IEH,8/21/2017,IEH,198278,5206,DSF: 0000043127
4,M057,P.S. 57 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,353609,0,DSF: 0000777088
4,M072,P.S. 72 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Scope,Complete,3/6/2015,6/19/2015,6/19/2015,21568,19847,19847,DSF: 0000821804
4,M072,P.S. 72 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Design,Complete,6/30/2015,12/2/2015,8/18/2016,79081,60666,60102,DSF: 0000821804
4,M072,P.S. 72 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Construction,Complete,11/14/2016,8/10/2017,8/8/2017,837542,808337,674298,DSF: 0000821804
4,M072,P.S. 72 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,"CM, F&E",Complete,11/14/2016,8/10/2017,8/8/2017,239878,297018,288527,DSF: 0000821804
4,M072,P.S. 72 - MANHATTAN,SCA CIP,PARAPETS/MASONRY/RM UPG/FLOOD/ROOF/PLAYGROUND,Scope,Complete,12/10/2013,9/29/2014,9/29/2014,234116,138330,138330,"DSF: 0000762771, 0000762772, 0000762773, 0000762786, 0000801023, 0000801070"
4,M072,P.S. 72 - MANHATTAN,SCA CIP,PARAPETS/MASONRY/RM UPG/FLOOD/ROOF/PLAYGROUND,Design,Complete,9/29/2014,2/18/2015,1/9/2015,920994,577832,577832,"DSF: 0000762771, 0000762772, 0000762773, 0000762786, 0000801023, 0000801070"
4,M072,P.S. 72 - MANHATTAN,SCA CIP,PARAPETS/MASONRY/RM UPG/FLOOD/ROOF/PLAYGROUND,Construction,Complete,9/21/2015,9/19/2017,9/19/2017,15880494,15196174,14529752,"DSF: 0000762771, 0000762772, 0000762773, 0000762786, 0000801023, 0000801070"
4,M072,P.S. 72 - MANHATTAN,SCA CIP,PARAPETS/MASONRY/RM UPG/FLOOD/ROOF/PLAYGROUND,"CM, F&E",Complete,9/21/2015,9/19/2017,9/19/2017,1293612,837905,836747,"DSF: 0000762771, 0000762772, 0000762773, 0000762786, 0000801023, 0000801070"
4,M072,P.S. 72 - MANHATTAN,SCA IEH,IEH PO18-ROOM 207,Construction,Complete,5/24/2017,IEH,8/23/2017,IEH,37485,2526,DSF: 0000046933
4,M072,P.S. 72 - MANHATTAN,SCA IEH,IEH PO18-ROOM 308,Construction,Complete,9/1/2017,IEH,11/25/2017,IEH,35038,6432,DSF: 0000048526
4,M083,P.S. 83 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Scope,Complete,6/18/2015,11/3/2015,11/4/2015,128775,144415,140588,DSF: 0000822096
4,M083,P.S. 83 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Design,Complete,12/2/2015,5/19/2016,4/4/2017,515100,623034,504791,DSF: 0000822096
4,M083,P.S. 83 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Construction,In-Progress,7/31/2017,1/21/2019,,9658125,8841882,425136,DSF: 0000822096
4,M083,P.S. 83 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY,"CM, F&E",In-Progress,7/31/2017,1/21/2019,,600950,189565,186888,DSF: 0000822096
4,M083,P.S. 182 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000866427
4,M083,P.S. 182 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,PNS,PNS,PNS,PNS,7500,7500,0,DSF: 0000866427
4,M083,P.S. 182 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,110000,110000,0,DSF: 0000866427
4,M083,P.S. 182 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,"CM, F&E",PNS,PNS,PNS,PNS,7500,7500,0,DSF: 0000866427
4,M083,P.S. 182 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/19/2017,1/15/2018,7/26/2017,100000,99249,99249,DSF: 0000844410
4,M083,P.S. 182 - MANHATTAN,DOE- RESOA,FY16 RESO A ELECTRICAL SYSTEMS,Construction,In-Progress,7/27/2016,DOER,,150000,27591,27591,DSF: 0000822278
4,M096,P.S. 96 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000866421
4,M096,P.S. 96 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,6000,6000,0,DSF: 0000866421
4,M096,P.S. 96 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,88000,88000,0,DSF: 0000866421
4,M096,P.S. 96 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000,0,DSF: 0000866421
4,M096,P.S. 96 - MANHATTAN,SCA IEH,IEH PO18-1ST FL & 2ND FL BOYS AND GIRLS BATHROOMS,Construction,Complete,7/5/2017,IEH,8/26/2017,IEH,27260,4846,DSF: 0000047505
4,M096,P.S. 96 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,280442,0,DSF: 0000777109
4,M096,P.S. 96 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,9/6/2017,DOES,,DOES,170000,1088,DSF: 0000866000
4,M099,SUCCESS ACADEMY CHARTER SCHOOL,SCA CIP,INTERIOR STAIRS,Scope,Complete,8/28/2015,12/28/2015,1/19/2016,30675,29955,29656,DSF: 0000822240
4,M099,SUCCESS ACADEMY CHARTER SCHOOL,SCA CIP,INTERIOR STAIRS,Design,Complete,2/26/2016,7/27/2016,12/21/2016,122700,142535,129560,DSF: 0000822240
4,M099,SUCCESS ACADEMY CHARTER SCHOOL,SCA CIP,INTERIOR STAIRS,Construction,In-Progress,3/20/2017,6/17/2018,,2300625,2156269,1345539,DSF: 0000822240
4,M099,SUCCESS ACADEMY CHARTER SCHOOL,SCA CIP,INTERIOR STAIRS,"CM, F&E",In-Progress,3/20/2017,6/17/2018,,143150,189726,184850,DSF: 0000822240
4,M099,SCHOOL SAFETY - MANHATTAN,SCA IEH,IEH PO18-ROOMS 418 & 460,Construction,Complete,7/14/2017,IEH,7/16/2017,IEH,19703,2594,DSF: 0000047646
4,M099,I.S. 224 - MANHATTAN,SCA IEH,"IEH PO18-ROOMS 402, 405, 452",Construction,Complete,10/10/2017,IEH,11/16/2017,IEH,920,920,DSF: 0000048938
4,M101,PS/IS 375 - MANHATTAN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000866727
4,M101,PS/IS 375 - MANHATTAN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,6000,6000,0,DSF: 0000866727
4,M101,PS/IS 375 - MANHATTAN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,88000,88000,0,DSF: 0000866727
4,M101,PS/IS 375 - MANHATTAN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000,0,DSF: 0000866727
4,M101,PS/IS 375 - MANHATTAN,SCA IEH,IEH PO18-ROOMS 214 & 216,Construction,In-Progress,11/24/2017,IEH,,IEH,35459,702,DSF: 0000049492
4,M101,PS/IS 375 - MANHATTAN,SCA IEH,IEH PO18-ROOM 315 TO ROOM 215,Construction,In-Progress,12/4/2017,IEH,,IEH,11438,424,DSF: 0000049626
4,M101,M811 SPED - MANHATTAN,Fast Track Projects,CTF ROOM CONVERSION,Construction,Complete,1/13/2017,FTK,9/19/2017,FTK,343033,204739,DSF: 0000844090
4,M101,M811 SPED - MANHATTAN,Fast Track Projects,CTF CHARTER MATCH PROMETHENA BOARDS,Construction,Complete,4/18/2017,FTK,8/17/2017,FTK,135468,66375,DSF: 0000865764
4,M101,P.S. 101 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,8/3/2016,DOEL,8/3/2016,DOEL,741,741,DSF:
4,M101,P.S. 101 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,3/1/2017,DOEL,4/6/2017,DOEL,15584,15584,DSF:
4,M101,P.S. 101 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,3/31/2017,DOEL,5/24/2017,DOEL,20189,20189,DSF:
4,M101,P.S. 101 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,8/3/2017,DOEL,,DOEL,800,0,DSF:
4,M101,PS/IS 375 - MANHATTAN,DOE- RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,In-Progress,7/18/2017,DOER,,92309,92309,52801,DSF: 0000844857
4,M102,P.S. 102 - MANHATTAN,SCA CIP RESOA,FY17 RESO A ROOFTOP PLAYGROUND,Scope,PNS,PNS,PNS,PNS,0,9782,6532,DSF: 0000845596
4,M102,P.S. 102 - MANHATTAN,SCA CIP RESOA,FY17 RESO A ROOFTOP PLAYGROUND,Design,PNS,PNS,PNS,PNS,6000,3069,3069,DSF: 0000845596
4,M102,P.S. 102 - MANHATTAN,SCA CIP RESOA,FY17 RESO A ROOFTOP PLAYGROUND,Construction,PNS,PNS,PNS,PNS,88000,88000,7547,DSF: 0000845596
4,M102,P.S. 102 - MANHATTAN,SCA CIP RESOA,FY17 RESO A ROOFTOP PLAYGROUND,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000,4854,DSF: 0000845596
4,M102,P.S. 102 - MANHATTAN,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,60000,60000,0,DSF: 0000822950
4,M102,P.S. 102 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,8/4/2017,DOEL,,DOEL,800,0,DSF:
4,M102,M169 SPED - MANHATTAN,DOE- RESOA,FY14 RESO A PLAYGROUND REDEVELOPMEN,Construction,PNS,PNS,PNS,PNS,75000,75000,0,DSF: 0000798674
4,M107,THE HERITAGE SCHOOL - MANHATTA,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,9/6/2017,DOES,,DOES,170000,1593,DSF: 0000866002
4,M108,P.S. 108 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,Scope,Complete,10/13/2015,3/17/2016,12/22/2015,109453,72840,72160,"DSF: 0000798339, 0000798341, 0000831121, 0000844074"
4,M108,P.S. 108 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,Design,Complete,12/31/2015,6/2/2016,6/29/2016,428686,313646,293074,"DSF: 0000798339, 0000798341, 0000831121, 0000844074"
4,M108,P.S. 108 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,Construction,In-Progress,2/10/2017,8/3/2018,,7218517,6575930,757415,"DSF: 0000798339, 0000798341, 0000831121, 0000844074"
4,M108,P.S. 108 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,"CM, F&E",In-Progress,2/10/2017,8/3/2018,,629462,222911,215443,"DSF: 0000798339, 0000798341, 0000831121, 0000844074"
4,M108,P.S. 108 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Scope,Complete,6/16/2017,8/16/2017,8/22/2017,0,1781,1781,DSF: 0000844856
4,M108,P.S. 108 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Design,In-Progress,8/22/2017,12/22/2017,,17520,15739,7124,DSF: 0000844856
4,M108,P.S. 108 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,256960,256960,3167,DSF: 0000844856
4,M108,P.S. 108 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,17520,17520,6621,DSF: 0000844856
4,M117,I.S. 372 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Scope,Complete,3/14/2014,6/27/2014,6/27/2014,16740,37146,37146,DSF: 0000785833
4,M117,I.S. 372 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Design,Complete,7/18/2014,12/19/2014,12/17/2014,66960,213431,134101,DSF: 0000785833
4,M117,I.S. 372 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Construction,In-Progress,7/10/2017,4/5/2018,,1255500,1181315,504180,DSF: 0000785833
4,M117,I.S. 372 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,"CM, F&E",In-Progress,7/10/2017,4/5/2018,,88211,114274,102029,DSF: 0000785833
4,M117,I.S. 12 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000866366
4,M117,I.S. 12 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,PNS,PNS,PNS,PNS,12000,12000,0,DSF: 0000866366
4,M117,I.S. 12 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,176000,176000,0,DSF: 0000866366
